WinRAR,http://www.rarlab.com/rar/winrar-x64-540.exe
Skype,https://get.skype.com/go/getskype-windows
Atom,https://atom.io/download/windows_x64
Kodi 16.1 Jarvis,http://mirrors.kodi.tv/releases/win32/kodi-16.1-Jarvis.exe
